"","V1","Q1.Eco.Info.Important","Q2.Belief.In.Eco.Label","Q3.Understand.Eco.Certificate","Q4.Individuals.Can.Improve.Environment","Q5.Corporation.Can.Improve.Environment","Q6.Need.Eco.Certificate.Fashion","Q7.Eco.Cert.Help.Buyers","Q8.Seek.For.Eco.Cert.Clothes","Q9.Buy.Eco.Product","Q10.Pay.More.For.Eco.Products","Q11.Pay.Premium.For.Eco.Clothing","Q12.Ready.To.Pay.More.For.Certified.Eco.Products","Q13.Reduce.Consumption","Q14.Protect.Environment","Q15.Purchase.Less.Harmful.Clothing","Q16.Avoid.Buying.Harmful.Products","Q17.Support.Environmental.Protection","Q18.Rather.Buy.Eco.Clothes","Q19.Price.Of.Eco.Products.More.On.Average","Q20.Prefer.Purchase.More.Expensive.Clothing","Q21.Eco.Label.Brand.Socially.Acceptable","Q22.Rather.Stick.With.Conventional.Brand.Than.Eco.Brand","Q23.Rarely.Swith.Brand.To.Try.Something.New","Q24.No.Different.To.Me.Eco.Clothing.Is.Not.Branded","Q25.Eco.Clothing.More.Fashionable","Q26.Eco.Clothing.Quality.Higher","Q27.Country.Can.Positively.Influence.Environment","Q28.Support.Eco.Protection.Socially.Responsible","Q29.Satisfied.Purchasing.Eco.Clothing","Q30a.Fair.Trade","Q30b.Fair.And.Care","Q30c.Global.Organic.Textile.Standard","Q30d.Fair.Wear.Foundation","Q30e.Clean.Clothes.Campaign","Q30f.Oeko.Tex","Q30g.I.Know.None.Of.Them","Q31a.Fit","Q31b.Comfort","Q31c.Fibre.Material","Q31d.Quality.Workmanship","Q31e.Garment.Life","Q31f.Colour","Q31g.Style","Q31h.Brand","Q31i.Price","Q31j.COO","Q31k.Durability","Q31l.Certified.Eco.Label","Q31m.Certified.Ethical.Label","Q38a.Less.Water.Use","Q38b.Air.Quality","Q38c.Less.Energy.Use","Q38d.Worker.Safety","Q38e.Fair.Wages","Q38f.No.Child.Labour","Q38g.No.Animal.Skin.Use","Q32.Last.Of.My.Circle.Knowing.Latest.Designers.And.Trends","Q33.Little.Shopping.New.Fashion.Than.My.Friends","Q34.Last.Of.My.Circle.Purchase.New.Fashion","Q35.Faster.Knowing.More.About.New.Fashion.Than.Others","Q36.Interest.Buying.Locally.Available.New.Style","Q37.Consider.Buying.New.Styles.Without.Heard.About.It","Q39.Annual.Spending.On.Clothes","Q40.Employment.Status","Q41.Sex","Q42.Income","Q43.Age","Q44.Highest.Level.Of.Education","total_score"
"520",520,5,5,4,5,5,5,5,5,5,3,3,3,3,5,4,5,5,5,5,3,4,2,3,4,3,3,5,5,3,1,1,1,1,1,1,1,3,3,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,2,2,2,4,4,4,2,1,1,1,1,2,18
"521",521,5,4,5,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,3,2,3,4,3,3,3,3,4,4,1,1,1,1,1,1,1,3,4,4,4,4,3,4,4,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,2,3,5,1,2,1,1,2,17
"522",522,5,4,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,4,5,3,3,3,3,3,3,3,5,5,3,1,1,1,1,1,1,1,5,5,5,5,4,4,4,3,4,3,3,4,5,4,3,3,3,3,3,3,3,3,3,3,3,3,6,1,2,2,1,2,18
"523",523,5,5,5,5,5,5,5,4,4,3,3,3,3,4,4,3,5,5,5,4,5,2,2,3,3,5,5,5,3,1,1,1,1,1,1,1,5,5,5,5,3,5,5,2,2,2,3,4,3,3,3,2,3,3,3,3,3,2,3,3,4,3,4,1,2,1,1,2,18
"524",524,4,4,4,3,5,3,3,3,4,3,3,3,3,4,4,3,3,3,2,2,3,3,3,3,3,3,4,5,1,1,1,1,1,1,1,1,4,4,3,4,3,4,4,2,3,2,2,3,2,4,5,4,2,1,3,2,3,1,1,5,1,3,2,1,1,4,1,2,14
"525",525,5,5,5,5,5,5,5,4,4,3,3,3,5,5,5,5,5,4,4,3,3,2,2,3,2,2,5,4,4,1,1,1,1,1,1,1,4,5,5,4,4,4,4,3,5,3,5,3,5,3,4,3,3,3,3,4,2,1,2,5,4,5,1,1,1,1,1,2,19
"526",526,3,3,4,4,4,4,3,3,3,3,3,3,3,4,4,3,4,3,4,3,4,2,3,2,4,3,4,4,3,1,1,1,1,1,1,1,5,4,4,3,4,3,3,1,4,3,4,3,4,4,3,3,2,2,2,3,3,2,2,4,2,4,3,1,2,1,1,2,17
"527",527,5,5,5,5,5,4,4,4,4,4,3,3,3,5,4,4,4,4,4,4,4,2,3,2,3,3,4,4,4,1,1,1,1,1,1,1,4,5,4,4,4,4,4,3,4,3,3,3,4,3,3,3,3,3,3,3,2,2,2,4,5,4,4,1,2,1,1,2,19
"528",528,5,4,5,5,5,5,4,3,4,4,3,3,3,5,4,3,4,3,4,2,4,3,3,3,3,3,5,4,3,1,1,1,1,1,1,1,4,4,3,4,3,5,5,3,3,3,3,3,5,5,3,3,3,4,3,2,4,2,4,2,4,3,3,1,2,1,1,2,19
"529",529,4,3,4,3,3,3,4,3,4,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,1,1,1,1,1,1,1,4,4,4,4,3,4,3,3,4,2,3,3,4,3,3,3,3,3,3,2,4,2,2,4,4,4,2,1,2,8,1,2,20
"530",530,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,2,1,2,1,1,2,18
"531",531,4,4,3,4,5,5,5,4,4,4,4,4,4,4,5,4,5,3,4,4,3,3,3,2,3,3,3,4,4,1,1,1,1,1,1,1,4,5,4,4,4,3,3,3,3,3,4,4,4,3,3,4,2,4,3,2,2,3,4,5,5,5,7,1,2,4,1,2,24
"532",532,4,4,4,4,4,4,4,4,4,4,3,2,3,3,4,4,3,3,3,3,4,4,3,3,3,3,3,3,4,1,1,1,1,1,1,1,5,5,4,3,3,3,5,3,3,2,2,3,3,4,3,2,1,3,3,4,2,2,3,3,3,3,3,1,1.70347826086957,1,1,2,16
"533",533,5,3,4,5,3,5,4,4,4,3,3,3,3,4,1,5,5,5,5,3,3,3,3,2,3,2,4,4,4,1,1,1,1,1,1,1,4,3,3,4,3,3,3,2,5,2,2,4,5,4,4,4,3,2,2,3,3,3,3,3,3,3,5,1,2,1,1,2,18
"534",534,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,2.91,4,4,4,2,4,2,2,4,4,4,7,1,1,1,1,2,20
"535",535,5,4,4,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,1,1,1,1,1,1,1,4,4,4,5,5,5,4,4,4,4,5,4,4,3,3,3,3,3,3,4,2,2,2,4,4,4,4,1,2,4,1,2,18
"536",536,5,3,5,5,4,5,5,5,4,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,5,3,1,1,1,1,1,1,1,4,5,4,4,4,3,4,3,4,3,4,5,5,3,3,3,3,3,3,3,2,2,3,4,4,4,4,1,2,1,1,2,19
"537",537,4,3,3,3,3,3,4,3,3,3,3,3,3,4,5,3,3,3,3,3,3,3,3,3,3,3,4,3,3,1,1,1,1,1,1,1,5,2,4,5,4,5,5,4,5,4,4,3,4,3,3,3,3,3,3,4,2,1,1,5,5,5,2,1,2,1,1,2,19
"538",538,4,4,2,5,5,5,4,4,5,2,2,4,4,4,4,3,4,4,4,3,4,1,3,2,3,3,4,4,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,3,5,3,5,5,5,4,2,2,3,2,3,5,1,1,1,5,5,5,1,1,2,2,1,2,18
"539",539,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,3,3,2,3,3,3,3,4,3,4,4,3,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,2,1,3,3,2,4,1,1,1,1,1,2,15
"540",540,5,4,4,5,4,5,5,4,4,4,4,3,4,5,5,4,5,4,4,4,4,3,3,3,3,4,4,4,3,1,1,1,1,1,1,1,5,5,5,5,5,4,4,3,4,4,5,5,5,4,4,4,1,3,3,4,2,2,2,5,4,4,1,1,2,1,1,2,19
"541",541,4,2,3,3,3,4,4,4,3,3,2,2,3,4,4,4,3,4,4,3,4,2,3,2,3,2,5,4,3,1,1,1,1,1,1,1,5,5,4,4,4,3,3,3,4,3,4,4,5,3,3,3,2,3,3,3,2,2,1,4,3,5,2.63,1,1,1,1,1,17
"542",542,4,4,3,4,4,3,4,3,4,2,2,2,4,3,4,3,3,3,3,2,3,3,2,2,3,3,4,3,2,1,1,1,1,1,1,1,5,5,4,4,2,5,5,3,5,3,3,3,4,3,3,2,3,3,2,2,3,2,1,4,5,4,6,1,2,1,1,2,19
"543",543,3,3,4,4,4,3,3,3,3,3,3,3,4,5,3,3,3,3,3,3,3,3,4,3,3,3,5,5,3,1,1,1,1,1,1,1,5,5,5,5,4,5,5,3,5,3,4,3,3,3,3,3,3,3,2,5,1,1,1,5,5,5,5,1,1,5,1,2,18
"544",544,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,4,4,4,4,3,3,3,4,3,4,3,5,4,3,1,1,1,1,1,1,1,5,5,4,5,4,4,4,3,4,3,3,3,5,3,4,3,3,3,3,3,2,1,1,4,4,4,3,1,1,4,1,2,16
"545",545,5,4,4,4,5,5,5,5,5,3,3,3,4,4,5,4,5,4,4,3,4,1,3,3,3,3,5,5,4,1,1,1,1,1,1,1,5,5,5,5,4,4,4,3,4,4,4,4,5,4,4,3,3,3,1,4,1,1,1,5,4,4,5,1,2,2,1,2,16
"546",546,5,3,4,4,5,4,5,3,4,3,3,2,4,4,3,4,4,3,3,2,4,3,3,4,2,2,5,2,3,1,1,1,1,1,1,1,4,5,3,4,4,5,5,2,3,2,4,2,3,3,2,2,3,2,3,2,3,2,2,4,5,4,7,1,2,1,1,2,20
"547",547,4,4,3,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,3,3,3,2,3,3,4,4,4,1,1,1,1,1,1,1,4,4,3,4,3,4,5,3,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,1,4,1,2,18
"548",548,4,4,3,3,3,4,3,4,3,3,4,3,4,4,4,3,3,3,2,3,3,4,3,3,3,3,3,3,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,3,5,4,5,4,4,3,4,3,3,5,1,1,1,5,5,5,1,1,1,3,1,2,18
"549",549,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,1,3,1,5,4,5,1,3,1,4,5,5,1,1,2,1,5,5,5,4,1,2,7,1,2,19
"550",550,4,4,3,5,5,5,4,5,4,4,4,4,4,4,4,5,5,5,4,4,4,5,4,4,4,4,5,5,5,1,1,1,1,1,1,1,5,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3,3,3,3,4,2,2,1,5,4,4,2,2,1,4,1,2,18
"551",551,3,4,3,4,5,4,3,3,4,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,4,3,4,4,3,1,1,1,1,1,1,1,3,4,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,2,3,1,2,18
"552",552,4,4,4,3,5,5,4,4,4,3,3,3,4,4,4,4,5,4,4,4,4,3,3,2,4,4,5,4,4,1,1,1,1,1,1,1,5,5,5,5,4,3,4,3,3,3,3,4,4,4,3,4,2,4,4,4,2,2,2,4,4,4,4,1,1,2,1,2,18
"553",553,3,4,4,3,4,5,4,4,4,4,3,2,4,4,3,3,3,4,3,3,3,2,3,2,3,4,4,4,4,1,1,1,1,1,1,1,3,3,4,4,4,3,2,2,2,3,4,4,4,4,4,2,1,3,3,3,3,3,2,5,4,4,1,1,1,3,1,2,21
"554",554,4,4,3,4,4,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,4,2,4,4,3,3,4,4,3,1,1,1,1,1,1,1,5,5,5,5,3,5,5,3,5,3,3,3,4,3,3,4,3,4,2,3,1,1,1,5,5,5,4,1,1,4,1,2,18
"555",555,4,3,4,4,4,4,4,5,2,3,3,2,2,4,4,3,4,3,2,3,4,2,3,2,3,2,3,4,4,1,1,1,1,1,1,1,4,4,5,5,5,3,4,2,3,3,4,5,3,3,3,3,3,3,3,3,2,1,2,4,4,5,2,1,1,6,1,2,18
"556",556,5,3,4,3,4,4,4,4,4,3,3,3,3,4,3,4,4,3,4,3,4,3,2,2,4,4,4,4,4,1,1,1,1,1,1,1,4,5,3,4,2,3,4,3,4,2,3,2,4,2,2,2,2,3,3,3,3,3,3,3,5,3,6,1,2,1,1,2,20
"557",557,4,3,4,4,5,4,4,4,4,3,2,2,4,4,4,4,4,3,4,2,4,3,4,3,4,4,4,4,3,1,1,1,1,1,1,1,4,4,4,4,3,4,4,3,4,3,3,4,4,2,2,2,4,4,3,3,2,2,2,4,4,4,4,1,2,1,1,2,18
"558",558,4,4,4,4,4,4,4,4,4,5,3,2,3,4,3,4,3,3,3,4,5,4,3,1,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,3,4,4,3,3,3,3,4,4,2,2,2,3,3.1,3,4,2,1,2,4,4,4,5,1,1,1,1,2,17
"559",559,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,5,4,3,2,1,5,5,5,2,1,2,2,1,2,21
"560",560,5,4,4,2,3,4,4,4,5,3,4,3,3,5,4,4,4.11,4,3,3,4,3,4,3,3,3,5,4,3,1,1,1,1,1,1,1,5,5,4,4,4,3,3,3,4,3,4,4,5,3,3,3,3,5,3,3,3,2,2,4,3,4,2,1,1,1,1,2,18
"561",561,4,3,4,4,3,4,5,5,4,3,3,3,3,5,5,4,4,4,4,3,5,3,4,3,3,3,5,4,3,1,1,1,1,1,1,1,3,5,4,4,5,3,5,3,3,2,5,5,5,4,4,4,3,3,3,4,2,1,1,5,4,5,3,1,1,1,1,2,18
"562",562,5,4,5,5,5,5,5,5,5,3,3,3,5,5,5,4.95,5,5,4,4,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,1,1,1,5,5,5,5,1,1,1,1,2,18
"563",563,4,4,4,4,4,3,5,3,4,3,3,3,5,5,4,3,4,3,3,3,4,3,3,3,3,3,5,4,3,1,1,1,1,1,1,1,4,4,5,5,5,3,4,3,4,2,5,3,3,4,3,3,3,3,3,3,2,2,2,4,4,4,3,1,1,2,1,2,18
"564",564,4,3,3,4,4,3,4,3,3,3,3,3,4,4,4,4,4,3,3,3,4,2,4,3,3,3,4,4,3,1,1,1,1,1,1,1,5,4,4,4,3,4,4,3,4,3,3,3,5,3,3,3,3,3,3,4,2,1,2,4,4,3,2,1,2,1,1,1,16
"565",565,5,3,4,4,5,5,4,5,5,2,3,3,5,5,5,4,5,4,4,4,5,2,4,3,3,4,4,4,5,1,1,1,1,1,1,1,5,5,4,5,4,4,5,3,5,3,3,3.78,4,5,5,3,1,3,2,4,2,2,2,4,4,4,2,1,2,1,1,2,18
"566",566,5,4,3,4,4,4,4,4,3,3,4,3,4,5,4,4,4,3,3,3,3,3,2,2,3,2,4,4,3,1,1,1,1,1,1,1,3,4,4,4,4,3,5,4,5,4,5,5,5,3,4,3,3,3,3,3.51,2,1,1,4,5,5,2,1,2,1,1,1,18
"567",567,4,3,4,4,4,3,4,3,3,2,3,2,2,4,4,4,4,3,4,3,2,2,2,3,3,3,3,4,3,1,1,1,1,1,1,1,3,5,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,3,3,4,3,2,2,3,3,4,4,1,2,1,1,2,17
"568",568,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,3,3,3,3,3,3,3,3,3,3,3,5,1,2,1,1,2,18
"569",569,4,4,3,5,5,3,4,3,3,3,3,2,3,4,4,3,4,3,3,2,3,3,2,3,2,3,5,5,3,1,1,1,1,1,1,1,5,5,3,4,4,4,4,2,4,1,4,4,5,5,5,5,1,3,3,3.2,2.41,1.94,1.93,4.19,3.91,3.88,2.34,1.01,1.62,2.45,1.03,1.885,17.99
"570",570,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,5,5,5,5,5,4,4,3,4,3,4,4,4,3,3,3,3,3,3,4,2,2,2,4,4,4,4,1,1,1,1,2,18
"571",571,5,3,4,4,4,4,4,3,4,2,3,3,4,5,5,5,5,3,2,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,3,5,3,5,5,5,1,1,1,3,3,3,5,1,2,1,5,5,5,1,1,1,1,1,2,19
"572",572,5,5,5,5,5,5,5,5,5,3,3,3,5,5,5,5,5,3,5,3,3,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,3,1,1,11,1,2,18
"573",573,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,4,4,3,4,3,5,4,1,1,1,1,1,1,1,3,5,4,5,5,4,4,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1.6325,2,1,2,18
"574",574,5,3,5,3,5,4,5,5,5,4,5,3,5,5,5,5,5,5,3,3,4,3,5,3,4,4,5,5,5,1,1,1,1,1,1,1,5,5,4,5,4,3,4,3,3,3,5,4,5,3,3,2,1,4,3,3,3,3,3,5,3,4,2,1,1,5,1,2,21
"575",575,5,5,5,5,5,3,5,5,5,3,3,4,5,5,4,5,5,5,3,4,4,2,3,4,3,3,4,4,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,2,3,2,5,5,5,3,3,3,3,3,3,5,1,1,1,5,5,5,1,1,2,1,1,2,18
"576",576,5,3,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,1,5,5,2,1,5,3,3,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,5,5,5,3,5,3,3,2,4,5,1,1,1,5,5,5,1,1,1,1,1,2,18
"577",577,5,5,5,5,5,5,5,5,5,5,5,5,5,4.94,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,1,1,1,1,1,1,4,5,4,5,5,4,4,2,4,4,5,5,5,2,2,2,3,4,4,4,2,1,1,5,5,5,4,1,2,1,1,2,19
"578",578,5,4,5,5,5,5,4,3,4,3,3,3,5,4,4,5,4,4,4,3,4,3,4,3,3,3,4,4,4,1,1,1,1,1,1,1,4,5,3,3,5,3,3,2,3,4,5,3,4,5,5,5,1,3,3,3,2,1,1,5,5,5,3,1,2,1,1,2,19
"579",579,5,4,4,4,4,3,4,3,4,3,3,3,3,4,3,3,3,3,4,2,2,2,3,2,2,2,3,3,2,1,1,1,1,1,1,1,5,5,4,5,5,4,4,3,3,3,5,4,4,4,3,3,2,2,2,4,2,2,2,4,5,4,2,1,1,1,1,2,19
"580",580,5,4,4,3,4,3,3,3,4,3,2,2,3,5,3,3,5,3,3,2,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,4,5,5,3,3,4,2,4,2,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,18
"581",581,4,3,3,4,5,4,4,4,4,2,3,3,4,4,3,4,4,4,3,3,3,2,2,5,4,3,5,4,3,1,1,1,1,1,1,1,4,4,4,5,4,4,5,2,4,3,4,5,4,4,4,4,2,3,2,3,2,1,2,3,4,5,3,1,2,1,1,2,17
"582",582,4,2,4,5,5,4,5,4,4,3,3,4,4,5,5,3,4,5,4,3,4,5,5,3,4,4,5,5,4,1,1,1,1,1,1,1,5,4,3,3,3,4,4,2,3,1,3,4,3,3,4,4,1,4,4,3,2,2,2,5,3,5,2,1,1,3,1,2,19
"583",583,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,1,1,2,4,4,4,1,1,2,1,1,2,16
"584",584,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,3,1,1,1,1,1,1,1,5,5,5,5,4,5,5,3,4,3,4,4,5,3,3,3,3,4,4,4,2,2,2,4,4,4,2,1,2,1,1,1,18
"585",585,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,18
"586",586,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,4,4,4,2,1,2,1,1,2,16
"587",587,4,5,4,4,5,5,4,3,4,4,3,3,4,4,4,3,4,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,4,5,5,5,4,4,5,5,4,4,4,4,5,3,5,5,5,5,5,5,1,1,2,5,5,5,1,1,2,1,1,2,19
"588",588,5,4,4,5,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,4,4,2,3,3,4,4,4,5,4,1,1,1,1,1,1,1,5,5,5,5,4.81,5,5,4,5,4,5,5,5,4,3,3,3,3,3,4,1,1,1,5,4,5,2,1,1,11,1,1,17
"589",589,4,3,4,5,5,5,3,5,3,4,3,3,4,5,4,5,3,4,3,4,3,4,5,4,3,3,4,4,4,1,1,1,1,1,1,1,3,4,4,4,4,3,3,2,3,3,4,3,4,2,4,2,2,1,1,3,3,2,3,3,3,4,1,1,1,1,1,2,18
"590",590,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,5,5,3,4,4,4,4,4,3,4,1,2,4,4,4,2,2,2,4,4,4,2,1,2,1,1,1,18
"591",591,5,5,4,4,5,4,5,4,5,3,3,3,4,4,4,5,5,4,3,3,4,2,3,3,4,3,4,4,3,1,1,1,1,1,1,1,4,4,3,3,3,3,4,4,5,2,3,3,3,3,3,3,3,4,4,3,3,1,1,5,5,5,7,1,2,1,1,2,20
"592",592,4,4,4,4,4,4,4,3.49333333333333,3,2,2,2,3,4,4,4,4,3,3,2,4,3,4,3,3,3,4,3,3,1,1,1,1,1,1,1,5,5,5,5,5,3,4,4,3,4,4,5,4,2,2,2,3,4,3,3,3,2,2,4,3,3,3,1,1,1,1,2,17
"593",593,5,4,4,5,4,3,4,3,3,4,3,3,4,3,4,3,3,3,4,3,5,3,3,4,3,3,3,3,4,1,1,1,1,1,1,1,5,5,5,5,5,3,4,2,4,3,5,5,3,3,3,3,3,3,3,5,2,1,2,5,5,5,4,1,2,1,1,2,20
"594",594,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,3,2,3,3,3,3,4,4,4,1,1,1,1,1,1,1,4,4,4,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,2,4,4,1,2,1,1,2,18
"595",595,5,5,4,3,4,4,5,4,4,3,2,2,3,4,4,4,4,4,3,3,4,3,4,3,3,3,5,5,3,1,1,1,1,1,1,1,5,5,5,5,4,5,5,5,5,5,5,5,5,3,4,3,3,3,3,4,2,2,2,4,4,4,2,1,1,1,1,2,18
"596",596,5,4,4,4,5,5,5,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,2,5,5,5,5,4,1,1,1,1,1,1,1,4,5,5,5,4,1,2,2,4,4,5,5,5,4,5,5,3,3,4,4,2,1,2,5,5,5,3,1,1,1,1,2,20
"597",597,4,3,5,4,3,4,4,3,4,4,3,3,3,4,4,3,4,4,4,3,4,3,4,3,3,3,4,4,3,1,1,1,1,1,1,1,5,5,4,5,4,5,5,3,4,3,4,3,5,3,3,2,3,3,4,4,2,2,2,5,3,4,4,1,1,1,1,2,18
"598",598,3,3,4,4,4,3,4,3,4,3,2,4,4,4,3,4,4,3,3,3,3,2,3,2,2,2,4,4,3,1,1,1,1,1,1,1,5,4,4,3,4,5,5,3,4,3,3,3,3,2,2,2,2,3,2,3,3,2,2,3,3,3,5,1,2,2,1,2,16
"599",599,5,3,5,4,5,5,3,4,4,3,3,3,4,5,5,5,5,5,3,3,3,2,4,4,3,3,3,3,3,1,1,1,1,1,1,1,5,5,5,5,3,3,3,4,4,3,4,4,3,3,5,3,3,3,3,5,2,1,1,5,5,5,1,1,1,1,1,2,19
"600",600,5,4,4,3,4,4,5,3,4,4,3,3,4,3,3,5,4,3,3,4,4,3,3,2,3,3,4,4,4,1,1,1,1,1,1,1,4,5,4,5,4,3,4,3,4,2,4,3,5,3,3,3,3,3,3,4,2,1,1,5,5,5,3,1,2,7,1,2,19
"601",601,5,3,5,4,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,2,5,5,5,5,5,5,4,3,2,2,2,5,1,1,1,5,5,5,1,1,2,1,1,2,18
"602",602,5,4,4,5,5,5,5,4,4,3,3,4,5,5,3,3,4,4,3,3,4,3,3,3,3,3,4,4,5,1,1,1,1,1,1,1,5,4,3,4,4,4,4,3,3,3,4,4,4,3,4,3,3,3,3,4,3,2,2,4,4,5,6,1,1,1,1,2,20
"603",603,4,3,4,4,5,5,5,5,3,3,2,1,4,5,5,4,5,4,4,3,4,2,4,3,4,3,5,4,4,1,1,1,1,1,1,1,5,5,5,4,4,3,3,3,3,3,2,4,5,3,3,3,3,3,3,3,2,1,1,3,4,4,2,1,1,2,1,1,15
"604",604,3,4,2,5,3,5,5,3,5,3,3,3,3,3,4,4,4,4,5,3,4,3,2,2,3,3,3,4,5,1,1,1,1,1,1,1,5,3,3,4,3,3,3,1,4,3,3,3,1,4,3,3,3,3,3,3,3,2,2,4,3,4,2,1,1,2.25166666666667,1,2,18
"605",605,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,1,2,18
"606",606,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,2,1,2,18
"607",607,5,4,4,5,5,3,5,4,4,3,4,4,4,5,4,4,4,4,4,4,4,3,4,3,3,3,5,5,3,1,1,1,1,1,1,1,3,4,4,4,3,4,4,3,4,3,4,4,5,3,3,3,3,3,3,3,3,2,2,4,4,4,4,1,1,3,1,2,19
