"","Q1.Eco.Info.Important","Q2.Belief.In.Eco.Label","Q3.Understand.Eco.Certificate","Q4.Individuals.Can.Improve.Environment","Q5.Corporation.Can.Improve.Environment","Q6.Need.Eco.Certificate.Fashion","Q7.Eco.Cert.Help.Buyers","Q8.Seek.For.Eco.Cert.Clothes","Q9.Buy.Eco.Product","Q10.Pay.More.For.Eco.Products","Q11.Pay.Premium.For.Eco.Clothing","Q12.Ready.To.Pay.More.For.Certified.Eco.Products","Q13.Reduce.Consumption","Q14.Protect.Environment","Q15.Purchase.Less.Harmful.Clothing","Q16.Avoid.Buying.Harmful.Products","Q17.Support.Environmental.Protection","Q18.Rather.Buy.Eco.Clothes","Q19.Price.Of.Eco.Products.More.On.Average","Q20.Prefer.Purchase.More.Expensive.Clothing","Q21.Eco.Label.Brand.Socially.Acceptable","Q22.Rather.Stick.With.Conventional.Brand.Than.Eco.Brand","Q23.Rarely.Swith.Brand.To.Try.Something.New","Q24.No.Different.To.Me.Eco.Clothing.Is.Not.Branded","Q25.Eco.Clothing.More.Fashionable","Q26.Eco.Clothing.Quality.Higher","Q27.Country.Can.Positively.Influence.Environment","Q28.Support.Eco.Protection.Socially.Responsible","Q29.Satisfied.Purchasing.Eco.Clothing","Q30a.Fair.Trade","Q30b.Fair.And.Care","Q30c.Global.Organic.Textile.Standard","Q30d.Fair.Wear.Foundation","Q30e.Clean.Clothes.Campaign","Q30f.Oeko.Tex","Q30g.I.Know.None.Of.Them","Q31a.Fit","Q31b.Comfort","Q31c.Fibre.Material","Q31d.Quality.Workmanship","Q31e.Garment.Life","Q31f.Colour","Q31g.Style","Q31h.Brand","Q31i.Price","Q31j.COO","Q31k.Durability","Q31l.Certified.Eco.Label","Q31m.Certified.Ethical.Label","Q38a.Less.Water.Use","Q38b.Air.Quality","Q38c.Less.Energy.Use","Q38d.Worker.Safety","Q38e.Fair.Wages","Q38f.No.Child.Labour","Q38g.No.Animal.Skin.Use","Q32.Last.Of.My.Circle.Knowing.Latest.Designers.And.Trends","Q33.Little.Shopping.New.Fashion.Than.My.Friends","Q34.Last.Of.My.Circle.Purchase.New.Fashion","Q35.Faster.Knowing.More.About.New.Fashion.Than.Others","Q36.Interest.Buying.Locally.Available.New.Style","Q37.Consider.Buying.New.Styles.Without.Heard.About.It","Q39.Annual.Spending.On.Clothes","Q40.Employment.Status","Q41.Sex","Q42.Income","Q43.Age","Q44.Highest.Level.Of.Education","na_count","total_score"
"559",5,4,5,5,5,5,5,5,5,3,3,3,5,5,5,NA,5,5,4,4,5,5,5,5,5,5,5,5,5,1,NA,NA,NA,NA,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,1,1,1,1,2,6,28
"560",4,4,4,4,4,3,5,3,4,3,3,3,5,5,4,3,4,3,3,3,4,3,3,3,3,3,5,4,3,NA,NA,NA,NA,NA,1,NA,4,4,5,5,5,3,4,3,4,2,5,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,1,1,2,1,2,6,19
"561",4,3,3,4,4,3,4,3,3,3,3,3,4,4,4,4,4,3,3,3,4,2,4,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,5,4,4,4,3,4,4,3,4,3,3,3,5,4,4,5,4,4,4,3,3,3,3,3,3,3,2,1,2,1,1,1,6,18
"562",5,3,4,4,5,5,4,5,5,2,3,3,5,5,5,4,5,4,4,4,5,2,4,3,3,4,4,4,5,NA,NA,1,NA,NA,NA,1,5,5,4,5,4,4,5,3,5,3,3,NA,4,4,4,4,4,4,4,4,5,5,3,1,3,2,2,1,2,1,1,2,6,19
"563",5,4,3,4,4,4,4,4,3,3,4,3,4,5,4,4,4,3,3,3,3,3,2,2,3,2,4,4,3,NA,NA,NA,NA,NA,NA,1,3,4,4,4,4,3,5,4,5,4,5,5,5,NA,4,5,5,4,5,5,3,4,3,3,3,3,2,1,2,1,1,1,7,19
"564",4,3,4,4,4,3,4,3,3,2,3,2,2,4,4,4,4,3,4,3,2,2,2,3,3,3,3,4,3,NA,NA,NA,NA,NA,NA,1,3,5,4,4,4,4,4,3,4,3,4,4,4,4,3,4,4,3,3,4,3,4,4,4,3,3,4,1,2,1,NA,2,7,21
"565",5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,2,3,3,3,3,3,5,1,2,1,1,2,6,17
"566",5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,NA,5,5,4,4,4,4,4,1,NA,NA,NA,NA,NA,NA,4,5,4,5,5,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,2,1,2,7,24
"567",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,1,1,1,1,2,6,18
"568",5,3,4,4,4,4,4,3,4,2,3,3,4,5,5,5,5,3,2,3,3,3,3,3,3,3,3,3,3,1,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,4,5,5,5,5,1,1,1,3,3,3,1,1,1,1,1,2,5,12
"569",5,5,5,5,5,5,5,5,5,3,3,3,5,5,5,5,5,3,5,3,3,5,5,5,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,11,1,2,6,24
"570",3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,4,4,3,4,3,5,4,NA,NA,NA,NA,1,1,NA,3,5,4,5,5,4,4,5,4,4,4,4,4,3,3,3,3,3,3,3,4,3,3,3,3,3,2,1,NA,2,1,2,6,19
"571",5,3,5,3,5,4,5,5,5,4,5,3,5,5,5,5,5,5,3,3,4,3,5,3,4,4,5,5,5,NA,NA,1,NA,NA,NA,NA,5,5,4,5,4,3,4,3,3,3,5,4,5,3,3,3,3,5,3,4,3,3,2,1,4,3,2,1,1,5,1,2,6,16
"572",5,5,5,5,5,3,5,5,5,3,3,4,5,5,4,5,5,5,3,4,4,2,3,4,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,2,3,2,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,1,1,2,1,1,2,6,18
"573",5,3,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,1,5,5,2,1,5,3,3,5,5,5,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,3,5,3,3,2,4,1,1,1,1,1,2,6,20
"574",5,5,5,5,5,5,5,5,5,5,5,5,5,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,NA,NA,1,NA,NA,NA,NA,4,5,4,5,5,4,4,2,4,4,5,5,5,4,4,5,5,5,5,5,2,2,2,3,4,4,4,1,2,1,1,2,7,17
"575",5,4,5,5,5,5,4,3,4,3,3,3,5,4,4,5,4,4,4,3,4,3,4,3,3,3,4,4,4,NA,NA,1,NA,NA,NA,NA,4,5,3,3,5,3,3,2,3,4,5,3,4,3,4,5,5,5,5,5,5,5,5,1,3,3,3,1,2,1,1,2,6,22
"576",5,4,4,4,4,3,4,3,4,3,3,3,3,4,3,3,3,3,4,2,2,2,3,2,2,2,3,3,2,NA,NA,NA,NA,NA,NA,1,5,5,4,5,5,4,4,3,3,3,5,4,4,4,4,4,4,4,5,4,4,3,3,2,2,2,2,1,1,1,1,2,6,16
"577",5,4,4,3,4,3,3,3,4,3,2,2,3,5,3,3,5,3,3,2,3,3,3,3,3,3,3,3,3,NA,NA,1,1,NA,NA,NA,3,4,5,5,3,3,4,2,4,2,4,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,1,1,1,1,2,5,21
"578",4,3,3,4,5,4,4,4,4,2,3,3,4,4,3,4,4,4,3,3,3,2,2,5,4,3,5,4,3,NA,NA,NA,NA,NA,NA,1,4,4,4,5,4,4,5,2,4,3,4,5,4,3,4,5,4,3,4,5,4,4,4,2,3,2,3,1,2,1,1,2,6,19
"579",4,2,4,5,5,4,5,4,4,3,3,4,4,5,5,3,4,5,4,3,4,5,5,3,4,4,5,5,4,NA,NA,1,NA,NA,NA,NA,5,4,3,3,3,4,4,2,3,1,3,4,3,3,4,4,4,5,3,5,3,4,4,1,4,4,2,1,1,3,1,2,6,20
"580",5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,NA,NA,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,1,1,2,1,1,2,3,24
"581",4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,4,5,5,3,4,3,4,4,5,4,4,4,4,4,4,4,3,3,3,3,4,4,2,1,2,1,1,1,6,20
"582",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,6,18
"583",5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,NA,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,2,1,2,1,1,2,6,24
"584",4,5,4,4,5,5,4,3,4,4,3,3,4,4,4,3,4,4,4,5,5,5,5,5,5,5,5,5,5,1,NA,NA,NA,NA,NA,NA,4,5,5,5,4,4,5,5,4,4,4,4,5,5,5,5,4,5,5,5,3,5,5,5,5,5,1,1,2,1,1,2,6,28
"585",5,4,4,5,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,4,4,2,3,3,4,4,4,5,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,NA,5,5,4,5,4,5,5,5,4,5,5,5,5,4,5,4,3,3,3,3,3,2,1,1,11,1,1,7,19
"586",4,3,4,5,5,5,3,5,3,4,3,3,4,5,4,5,3,4,3,4,3,4,5,4,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,3,4,4,4,4,3,3,2,3,3,4,3,4,3,3,4,3,3,3,4,2,4,2,2,1,1,1,1,1,1,1,2,6,12
"587",4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,NA,1,NA,NA,4,4,4,4,4,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,2,4,4,2,1,2,1,1,1,5,18
"588",5,5,4,4,5,4,5,4,5,3,3,3,4,4,4,5,5,4,3,3,4,2,3,3,4,3,4,4,3,NA,NA,NA,NA,NA,NA,1,4,4,3,3,3,3,4,4,5,2,3,3,3,3,3,5,5,5,5,5,3,3,3,3,4,4,7,1,2,1,1,2,6,20
"589",4,4,4,4,4,4,4,NA,3,2,2,2,3,4,4,4,4,3,3,2,4,3,4,3,3,3,4,3,3,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,3,4,4,3,4,4,5,4,3,3,4,4,4,3,3,2,2,2,3,4,3,3,1,1,1,1,2,7,16
"590",5,4,4,5,4,3,4,3,3,4,3,3,4,3,4,3,3,3,4,3,5,3,3,4,3,3,3,3,4,NA,NA,NA,NA,NA,1,NA,5,5,5,5,5,3,4,2,4,3,5,5,3,5,4,5,4,5,5,5,3,3,3,3,3,3,4,1,2,1,1,2,6,18
"591",4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,3,2,3,3,3,3,4,4,4,NA,NA,NA,NA,1,NA,NA,4,4,4,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,2,4,3,3,3,3,3,3,4,1,2,1,1,2,6,18
"592",5,5,4,3,4,4,5,4,4,3,2,2,3,4,4,4,4,4,3,3,4,3,4,3,3,3,5,5,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,4,3,3,3,3,2,1,1,1,1,2,6,19
"593",5,4,4,4,5,5,5,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,2,5,5,5,5,4,NA,NA,NA,NA,NA,NA,1,4,5,5,5,4,1,2,2,4,4,5,5,5,4,4,5,4,5,5,5,4,5,5,3,3,4,3,1,1,1,1,2,6,24
"594",4,3,5,4,3,4,4,3,4,4,3,3,3,4,4,3,4,4,4,3,4,3,4,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,4,5,5,3,4,3,4,3,5,4,4,4,4,5,3,4,3,3,2,3,3,4,4,1,1,1,1,2,7,18
"595",3,3,4,4,4,3,4,3,4,3,2,4,4,4,3,4,4,3,3,3,3,2,3,2,2,2,4,4,3,NA,NA,1,NA,1,1,NA,5,4,4,3,4,5,5,3,4,3,3,3,3,3,3,4,4,3,3,3,2,2,2,2,3,2,5,1,2,2,1,2,4,13
"596",5,3,5,4,5,5,3,4,4,3,3,3,4,5,5,5,5,5,3,3,3,2,4,4,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,5,5,5,5,3,3,3,4,4,3,4,4,3,5,4,5,5,5,5,5,3,5,3,3,3,3,1,1,1,1,1,2,6,20
"597",5,4,4,3,4,4,5,3,4,4,3,3,4,3,3,5,4,3,3,4,4,3,3,2,3,3,4,4,4,NA,NA,1,NA,1,NA,NA,4,5,4,5,4,3,4,3,4,2,4,3,5,4,4,5,5,5,5,5,3,3,3,3,3,3,3,1,2,7,1,2,5,18
"598",5,3,5,4,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,2,2,1,1,2,1,1,2,6,18
"599",5,4,4,5,5,5,5,4,4,3,3,4,5,5,3,3,4,4,3,3,4,3,3,3,3,3,4,4,5,NA,NA,NA,NA,NA,NA,1,5,4,3,4,4,4,4,3,3,3,4,4,4,4,3,4,4,4,4,5,3,4,3,3,3,3,6,1,1,1,1,2,6,19
"600",4,3,4,4,5,5,5,5,3,3,2,1,4,5,5,4,5,4,4,3,4,2,4,3,4,3,5,4,4,NA,NA,NA,NA,NA,NA,1,5,5,5,4,4,3,3,3,3,3,2,4,5,3,4,5,5,3,4,4,3,3,3,3,3,3,2,1,1,2,1,1,6,18
"601",3,4,2,5,3,5,5,3,5,3,3,3,3,3,4,4,4,4,5,3,4,3,2,2,3,3,3,4,5,NA,NA,NA,NA,NA,NA,1,5,3,3,4,3,3,3,1,4,3,3,3,1,3,3,4,4,4,3,4,4,3,3,3,3,3,2,1,1,NA,1,2,7,19
"602",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,1,NA,1,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,2,5,30
"603",5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,5,5,5,5,5,5,5,5,5,5,NA,NA,1,1,NA,NA,NA,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,2,1,2,6,30
"604",5,4,4,5,5,3,5,4,4,3,4,4,4,5,4,4,4,4,4,4,4,3,4,3,3,3,5,5,3,NA,NA,1,NA,NA,NA,NA,3,4,4,4,3,4,4,3,4,3,4,4,5,3,3,4,4,4,4,4,3,3,3,3,3,3,4,1,1,3,1,2,6,18
"605",5,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,3,3,3,4,3,3,2,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,4,5,4,5,4,4,3,4,4,4,4,4,4,3,3,3,3,4,4,4,1,2,2,1,2,6,20
"606",4,4,3,4,4,5,4,4,5,3,3,3,4,4,4,5,4,5,5,3,4,2,4,3,4,4,5,4,5,NA,NA,NA,NA,NA,NA,1,5,4,4,4,4,4,4,3,4,3,4,4,5,4,4,4,4,3,4,3,4,4,4,2,3,3,5,1,1,1,1,1,6,20
"607",5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,3,5,30
"608",5,4,3,5,5,2,5,5,5,2,5,4,5,5,3,5,5,5,5,5,4,5,4,5,4,5,5,5,5,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,4,3,5,5,2,5,4,5,2,2,5,2,5,3,5,5,4,2,2,5,5,1,1,1,1,1,2,6,23
"609",4,4,4,4,4,3,4,3,4,3,3,3,2,4,4,4,4,3,NA,3,3,2,4,3,3,3,3,4,3,NA,NA,NA,NA,NA,NA,1,4,5,4,5,4,5,5,3,5,3,5,4,5,2,3,3,3,3,4,4,3,3,2,3,3,3,NA,1,2,1,1,2,8,17
"610",5,4,4,5,5,5,5,3,5,3,3,3,4,4,3,4,4,3,3,3,4,2,3,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,4,4,3,4,4,4,2,4,4,4,3,3,4,2,2,2,4,4,4,7,1,2,5,1,2,6,18
"611",5,4,4,4,5,4,5,3,5,3,4,3,4,5,2,5,3,5,4,3,5,2,1,5,2,2,5,5,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,3,4,5,5,4,4,2,5,5,5,5,3,5,3,2,2,5,5,2,3,1,1,4,1,2,6,19
"612",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,1,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,6,18
"613",4,4,4,4,5,5,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,2,4,3,3,4,4,4,4,NA,NA,1,NA,NA,1,NA,4,4,4,4,4,4,4,3,3,3,3,4,4,3,3,4,4,4,4,4,3,3,3,2,3,2,3,1,1,2,1,2,5,16
"614",5,3,5,5,4,5,4,4,5,4,5,3,5,5,5,5,5,5,3,5,5,4,4,5,5,5,5,5,5,NA,NA,1,NA,NA,NA,NA,5,5,5,4,5,4,4,3,4,4,5,5,5,5,5,5,5,5,3,5,5,4,3,3,5,3,2,1,1,4,1,2,6,23
"615",3,3,5,5,5,5,5,5,5,5,3,NA,NA,4,4,4,4,3,3,3,4,3,3,3,4,4,4,3,3,NA,NA,NA,NA,NA,NA,1,3,4,4,4,4,3,4,3,4,3,4,4,3,1,1,3,3,2,1,1,2,4,4,3,3,3,1,1,1,2,1,2,8,19
"616",5,3,5,5,5,4,4,4,4,4,3,3,5,5,4,4,5,5,5,4,4,2,2,3,2,3,4,4,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,3,5,5,3,5,5,5,5,5,3,5,5,5,5,3,5,3,4,3,4,4,5,4,1,2,1,1,2,6,23
"617",3,3,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,NA,NA,NA,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,6,18
"618",4,3,4,5,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4,3,3,4,3,4,4,4,NA,NA,NA,NA,NA,NA,1,4,5,4,4,4,3,4,3,4,3,4,NA,5,3,4,5,5,5,5,3,5,3,2,NA,4,3,2,1,2,1,1,2,8,NA
"619",4,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,2,1,1,2,6,24
"620",5,5,5,4,4,4,4,4,5,4,4,3,4,5,4,4,4,4,4,4,4,3,3,3,4,3,3,4,4,NA,NA,1,NA,1,NA,NA,5,4,4,4,2,4,4,4,3,3,3,5,4,4,3,4,4,5,4,4,3,3,3,3,3,3,1,1,2,6,1,2,5,18
"621",3,3,4,5,5,5,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,6,18
"622",5,3,4,5,5,4,3,4,4,3,3,3,4,5,4,3,5,4,3,4,3,2,2,2,3,3,3,4,3,NA,NA,1,NA,NA,NA,NA,4,4,4,5,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,3,3,3,3,3,4,4,1,1,2,1,2,6,19
"623",5,3,4,4,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,3,3,4,4,4,4,3,3,3,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,3,3,NA,1,1,2,1,2,7,18
"624",5,3,5,5,5,5,5,5,5,3,2,2,5,5,5,5,5,5,3,3,5,2,2,2,5,3,5,5,3,1,NA,1,NA,NA,NA,NA,3,5,5,5,5,4,5,3,5,5,5,5,5,2,5,5,5,5,5,5,2,5,2,2,2,3,2,1,1,NA,1,1,6,16
"625",5,5,5,4,3,4,3,3,4,3,3,3,4,3,4,4,5,4,3,3,3,3,4,3,4,3,4,4,4,NA,NA,1,NA,NA,NA,NA,4,5,NA,5,5,3,4,3,3,3,4,4,4,4,4,5,3,4,5,5,3,3,3,3,3,4,3,1,2,1,1,2,7,19
"626",4,3,4,3,4,5,5,5,4,3,4,3,5,4,5,5,5,3,3,3,3,2,3,2,4,4,4,5,4,NA,NA,NA,1,NA,NA,NA,5,4,4,5,3,4,5,3,5,3,3,4,5,4,5,5,5,5,5,5,3,3,3,3,4,2,2,1,2,1,1,2,6,18
"627",5,4,4,3,4,4,4,3,4,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,5,5,4,3,2,5,5,3,3,2,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,1,2,1,1,2,6,19
"628",3,3,3,4,3,5,4,3,4,3,3,3,3,5,3,3,3,3,3,3,3,2,3,3,3,3,4,4,3,NA,NA,1,NA,NA,NA,NA,3,3,3,3,4,3,3,2,3,3,3,3,3,3,3,3,3,5,5,5,3,3,3,3,3,3,2,1,1,1,1,2,6,18
"629",5,3,5,5,5,4,5,4,5,3,3,3,4,4,4,4,4,5,4,3,3,2,4,4,4,3,4,4,4,NA,NA,1,NA,NA,NA,NA,4,5,4,3,4,3,3,2,3,2,3,3,3,2,2,3,3,5,5,5,2,3,2,3,3,2,2,1,2,1,1,2,6,15
"630",5,3,5,4,5,4,5,5,5,3,4,3,4,4,4,4,4,4,3,3,4,2,3,3,3,3,5,4,3,NA,NA,1,NA,NA,NA,NA,5,5,4,5,5,3,4,3,5,3,4,5,5,3,3,4,4,4,4,4,3,2,2,3,3,3,2,1,1,1,1,2,6,16
"631",5,3,4,4,5,5,4,5,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,1,5,5,5,5,5,4,4,4,4,4,4,4,3,4,3,3,3,3,3,1,2,1,1,2,6,19
"632",3,3,3,5,5,5,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,1,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,2,6,18
"633",4,4,3,4,4,3,4,3,4,3,3,3,4,4,5,4,4,4,4,4,3,3,3,3,4,4,4,4,4,1,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,6,24
"634",5,5,5,5,5,4,4,4,4,4,3,3,4,3,3,3,4,3,3,4,4,3,3,3,4,4,3,3,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,3,4,4,3,4,4,4,3,3,1,1,2,1,1,2,6,21
"635",5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,NA,NA,NA,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,2,5,30
"636",4,4,3,4,5,4,4,3,5,3,2,1,4,3,4,4,3,3,2,2,3,1,3,1,3,3,5,5,4,NA,NA,NA,NA,NA,NA,1,5,5,4,5,3,4,4,3,5,2,2,3,3,3,4,5,5,5,4,5,2,2,2,3,3,3,3,1,2,1,1,2,6,15
"637",4,3,4,3,4,4,3,4,4,3,3,3,3,5,5,4,5,3,3,3,4,3,3,3,3,3,3,4,3,NA,NA,1,NA,NA,1,NA,3,4,4,4,3,4,4,3,3,3,3,3,3,3,3,5,5,4,4,4,2,3,3,3,3,4,4,1,2,1,1,2,5,18
"638",5,3,4,4,4,4,4,4,4,2,2,2,4,4,4,5,4,4,3,4,4,4,3,3,4,3,4,4,4,1,1,NA,1,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,2,2,2,4,4,4,3,1,1,1,1,2,4,18
"639",5,4,5,5,5,4,4,3,5,3,4,4,4,4,4,4,4,4,4,3,3,2,4,3,3,3,4,5,4,NA,NA,1,NA,NA,NA,NA,4,5,3,4,3,4,4,2,3,3,3,3,4,3,3,4,4,4,4,4,3,3,3,3,3,3,6,1,2,1,1,2,6,18
"640",4,3,4,3,3,4,3,3,4,3,3,3,4,3,4,4,5,4,4,3,3,2,2,1,3,3,5,5,3,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,5,4,5,5,4,2,2,2,3,2,3,7,1,2,2,1,2,6,14
"641",4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,4,2,3,3,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,3,3,3,4,3,3,4,4,3,3,4,4,4,4,4,3,4,3,3,3,3,4,1,2,3,1,2,7,19
"642",5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,3,3,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,2,1,1,1,6,18
"643",4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,2,2,2,2,4,4,3,4,4,3,3,4,4,3,2,3,3,3,3,5,1,2,1,1,2,6,17
